Latitude,Longitude,Safety Score,Year,Lighting Rating,Crowd Rating,Emergency Rating,Crime Rate,Severity Score,Public Space Score,Feedback Bonus
52.2855,-1.55803,44.19064274730773,2021,0.0325954198473282,0.0298473282442748,0.0076526717557251,0.2285733205910902,0.4,0.0,0.0
52.28688,-1.53362,32.811247219160535,2021,0.0244465648854961,0.0149236641221374,0.0076526717557251,0.2044161196995687,0.370983606557377,0.0171629390502009,0.0
52.27925,-1.54465,34.1030435155311,2021,0.0244465648854961,0.0149236641221374,0.0076526717557251,0.226419923428961,0.4433333333333333,0.0055364319516777,0.0
52.290777,-1.533494,50.09848775425856,2021,0.0305582061068702,0.0298473282442748,0.013392175572519,0.1981125389158816,0.5097724230254351,0.0310040189293952,0.0
52.27595,-1.51643,36.05742773349463,2021,0.0244465648854961,0.0223854961832061,0.0076526717557251,0.2249321217533082,0.3795918367346939,0.0027682159758388,0.0
52.28569,-1.53394,34.22895921926342,2021,0.0244465648854961,0.0149236641221374,0.0076526717557251,0.2087620666995021,0.3648702594810379,0.0310040189293952,0.0
52.2760706,-1.5164124,28.10987094053172,2021,0.0162977099236641,0.0149236641221374,0.0076526717557251,0.2247755110506079,0.3735294117647059,0.0027682159758388,0.0
52.28398,-1.53755,43.32961788463504,2021,0.0325954198473282,0.0298473282442748,0.0076526717557251,0.2169841285912679,0.3714765100671141,0.002214572780671,0.0
52.2913,-1.57789,54.00097500653966,2021,0.0244465648854961,0.0223854961832061,0.0153053435114503,0.2287690839694656,1.0,0.0005536431951677,0.0
52.28414,-1.53665,42.729076495594434,2021,0.0325954198473282,0.0298473282442748,0.0076526717557251,0.2138910672129369,0.3125333333333334,0.0099655775130199,0.0
52.2843,-1.53489,21.362666465621537,2021,0.008148854961832,0.0074618320610687,0.0076526717557251,0.2075091810778996,0.3488805970149253,0.0249139437825497,0.0
52.28377,-1.5404,44.88866970013486,2021,0.0325954198473282,0.0298473282442748,0.0076526717557251,0.2223480451587532,0.4425925925925925,0.0,0.0
52.2866,-1.54848,45.61330663006839,2021,0.0244465648854961,0.0298473282442748,0.0153053435114503,0.227437892996513,0.4705882352941176,0.0011072863903355,0.0
52.29140349999999,-1.5782611,42.31393129770992,2021,0.0162977099236641,0.0149236641221374,0.0076526717557251,0.2287690839694656,1.0,0.0,0.0
52.28624,-1.53316,33.76747402656388,2021,0.0244465648854961,0.0149236641221374,0.0076526717557251,0.2064129061589975,0.3734875444839858,0.0254675869777175,0.0
